Rez.-Nr.,PC1_score,PC1_top1_cas,PC1_top1_name,PC1_top1_contrib,PC1_top2_cas,PC1_top2_name,PC1_top2_contrib,PC1_top3_cas,PC1_top3_name,PC1_top3_contrib,PC1_top4_cas,PC1_top4_name,PC1_top4_contrib,PC1_top5_cas,PC1_top5_name,PC1_top5_contrib,PC2_score,PC2_top1_cas,PC2_top1_name,PC2_top1_contrib,PC2_top2_cas,PC2_top2_name,PC2_top2_contrib,PC2_top3_cas,PC2_top3_name,PC2_top3_contrib,PC2_top4_cas,PC2_top4_name,PC2_top4_contrib,PC2_top5_cas,PC2_top5_name,PC2_top5_contrib,PC3_score,PC3_top1_cas,PC3_top1_name,PC3_top1_contrib,PC3_top2_cas,PC3_top2_name,PC3_top2_contrib,PC3_top3_cas,PC3_top3_name,PC3_top3_contrib,PC3_top4_cas,PC3_top4_name,PC3_top4_contrib,PC3_top5_cas,PC3_top5_name,PC3_top5_contrib,PC4_score,PC4_top1_cas,PC4_top1_name,PC4_top1_contrib,PC4_top2_cas,PC4_top2_name,PC4_top2_contrib,PC4_top3_cas,PC4_top3_name,PC4_top3_contrib,PC4_top4_cas,PC4_top4_name,PC4_top4_contrib,PC4_top5_cas,PC4_top5_name,PC4_top5_contrib
187.753P,0.1283,142-62-1,Hexansäure kräftig,0.16836,27625-35-0 ,Isoamyl-2-methylbutyrat,0.11944,111-27-3,Hexanol Kosher Halal,0.10949,106-27-4,Isoamylbutyrat Halal,0.08353,123-92-2,Isoamylacetat Halal,-0.07675,2.6059,334-48-5,Decansäure,0.54518,27625-35-0 ,Isoamyl-2-methylbutyrat,0.50009,111-27-3,Hexanol Kosher Halal,0.34146,3658-77-3,Furaneol Halal,0.31344,928-96-1,cis-3-Hexen-1-ol Halal Kosher,0.25595,0.5249,3658-77-3,Furaneol Halal,0.23813,124-07-2,Octansäure,0.22983,111-27-3,Hexanol Kosher Halal,-0.21583,334-48-5,Decansäure,0.11204,1754-62-7,Methyl-trans-cinnamat Halal,0.11177,1.9073,111-27-3,Hexanol Kosher Halal,0.45766,27625-35-0 ,Isoamyl-2-methylbutyrat,0.44248,334-48-5,Decansäure,0.43247,3658-77-3,Furaneol Halal,0.3069,98-55-5,alpha-Terpineol Kosher Halal,0.14637
187.773P,-1.3339,124-07-2,Octansäure,-0.31057,105-54-4,Ethylbutyrat Kosher Halal,-0.26296,140-11-4,Benzylacetat Halal,-0.25857,539-82-2,Ethylvalerat,-0.24292,2445-77-4,2-Methylbutylisovalerat,-0.19811,1.5102,124-07-2,Octansäure,1.09913,142-92-7,Hexylacetat Kosher Halal,0.2786,539-82-2,Ethylvalerat,0.26103,2445-77-4,2-Methylbutylisovalerat,0.24245,928-96-1,cis-3-Hexen-1-ol Halal Kosher,-0.24143,4.0888,124-07-2,Octansäure,1.17683,539-82-2,Ethylvalerat,0.81149,140-11-4,Benzylacetat Halal,0.70469,2445-77-4,2-Methylbutylisovalerat,0.59232,142-92-7,Hexylacetat Kosher Halal,0.36629,-0.1096,142-92-7,Hexylacetat Kosher Halal,0.53105,124-07-2,Octansäure,-0.49467,140-11-4,Benzylacetat Halal,0.10857,123-92-2,Isoamylacetat Halal,-0.1065,659-70-1,Isoamylisovalerat Kosher Halal,-0.0891
187.776,-1.8738,119-36-8,Methylsalicylat Halal,-0.45284,103-37-7,Benzylbutyrat,-0.40408,103-41-3,Benzylcinnamat Halal,-0.33119,105-54-4,Ethylbutyrat Kosher Halal,0.24627,108-64-5,Ethylisovalerat Kosher Halal,0.19341,-0.6413,100-52-7,Benzaldehyd Kosher Halal,0.26409,706-14-9,gamma-Decalacton Kosher Halal,-0.23809,108-64-5,Ethylisovalerat Kosher Halal,-0.19503,119-36-8,Methylsalicylat Halal,-0.16552,928-96-1,cis-3-Hexen-1-ol Halal Kosher,0.13853,-0.4715,108-64-5,Ethylisovalerat Kosher Halal,-0.20827,140-11-4,Benzylacetat Halal,0.14204,1754-62-7,Methyl-trans-cinnamat Halal,-0.10567,7452-79-1,Ethyl-2-methylbutyrat Kosher Halal,0.0981,103-41-3,Benzylcinnamat Halal,-0.09399,1.6763,119-36-8,Methylsalicylat Halal,0.46326,103-41-3,Benzylcinnamat Halal,0.34739,108-64-5,Ethylisovalerat Kosher Halal,0.34327,103-37-7,Benzylbutyrat,0.29525,706-14-9,gamma-Decalacton Kosher Halal,0.10414
187.783P,-0.9134,503-74-2,Isovaleriansäure Halal,0.53138,105-54-4,Ethylbutyrat Kosher Halal,-0.28704,116-53-0,2-Methylbuttersäure Halal Kosher,-0.16674,7452-79-1,Ethyl-2-methylbutyrat Kosher Halal,-0.15777,142-62-1,Hexansäure kräftig,-0.15036,-0.9996,503-74-2,Isovaleriansäure Halal,-0.33684,928-96-1,cis-3-Hexen-1-ol Halal Kosher,-0.20029,706-14-9,gamma-Decalacton Kosher Halal,-0.184,105-54-4,Ethylbutyrat Kosher Halal,0.13687,1754-62-7,Methyl-trans-cinnamat Halal,-0.11975,0.2606,503-74-2,Isovaleriansäure Halal,0.57409,1754-62-7,Methyl-trans-cinnamat Halal,-0.10567,2445-77-4,2-Methylbutylisovalerat,0.08785,116-53-0,2-Methylbuttersäure Halal Kosher,0.08291,7452-79-1,Ethyl-2-methylbutyrat Kosher Halal,0.08186,-0.8673,503-74-2,Isovaleriansäure Halal,-1.03343,706-14-9,gamma-Decalacton Kosher Halal,0.08049,121-33-5,Vanillin ex Eugenol,-0.06966,123-66-0,Ethylhexanoat Halal,0.06714,105-54-4,Ethylbutyrat Kosher Halal,0.06506
187.786P,0.955,123-66-0,Ethylhexanoat Halal,0.4985,100-52-7,Benzaldehyd Kosher Halal,0.18963,116-53-0,2-Methylbuttersäure Halal Kosher,-0.18811,7452-79-1,Ethyl-2-methylbutyrat Kosher Halal,0.18239,98-86-2,Acetophenon,0.16805,-0.5767,100-52-7,Benzaldehyd Kosher Halal,0.81907,123-66-0,Ethylhexanoat Halal,-0.25585,928-96-1,cis-3-Hexen-1-ol Halal Kosher,-0.24878,103-26-4,Methyl-trans-cinnamat,-0.16482,1754-62-7,Methyl-trans-cinnamat Halal,-0.11975,-1.6537,98-86-2,Acetophenon,-0.32976,103-26-4,Methyl-trans-cinnamat,-0.20456,8022-96-6,Jasmin-Absolue (blumig) Halal,-0.14149,68647-72-3,Orangenterpene,-0.128,1754-62-7,Methyl-trans-cinnamat Halal,-0.10567,-0.4478,123-66-0,Ethylhexanoat Halal,-0.26746,108-64-5,Ethylisovalerat Kosher Halal,0.14436,659-70-1,Isoamylisovalerat Kosher Halal,-0.09831,98-86-2,Acetophenon,-0.09275,111-27-3,Hexanol Kosher Halal,-0.08422
187.787P,-0.007,105-54-4,Ethylbutyrat Kosher Halal,0.1512,123-66-0,Ethylhexanoat Halal,0.13929,123-92-2,Isoamylacetat Halal,-0.07675,1754-62-7,Methyl-trans-cinnamat Halal,-0.05025,134-20-3,Methylanthranilat Halal,-0.04829,-0.8811,8016-38-4,Neroli-Öl Tunisien,-0.1681,1754-62-7,Methyl-trans-cinnamat Halal,-0.11975,100-52-7,Benzaldehyd Kosher Halal,-0.0826,706-14-9,gamma-Decalacton Kosher Halal,-0.0776,105-54-4,Ethylbutyrat Kosher Halal,-0.07209,-0.6552,8016-38-4,Neroli-Öl Tunisien,-0.1306,1754-62-7,Methyl-trans-cinnamat Halal,-0.10567,103-26-4,Methyl-trans-cinnamat,-0.08365,124-07-2,Octansäure,-0.06045,141-78-6,Ethylacetat Kosher Halal,-0.0585,0.173,123-66-0,Ethylhexanoat Halal,-0.07473,121-33-5,Vanillin ex Eugenol,-0.06966,3658-77-3,Furaneol Halal,-0.06464,1754-62-7,Methyl-trans-cinnamat Halal,0.05302,123-92-2,Isoamylacetat Halal,0.05144
187.791P,1.9812,105-54-4,Ethylbutyrat Kosher Halal,0.67599,8016-03-3,Davana-Öl,0.60801,7452-79-1,Ethyl-2-methylbutyrat Kosher Halal,0.463,103-26-4,Methyl-trans-cinnamat,0.39284,141-78-6,Ethylacetat Kosher Halal,0.1966,-2.6103,103-26-4,Methyl-trans-cinnamat,-0.57355,8016-03-3,Davana-Öl,-0.52318,105-54-4,Ethylbutyrat Kosher Halal,-0.32232,928-96-1,cis-3-Hexen-1-ol Halal Kosher,-0.2047,1754-62-7,Methyl-trans-cinnamat Halal,-0.11975,-0.9074,103-26-4,Methyl-trans-cinnamat,-0.71183,141-78-6,Ethylacetat Kosher Halal,0.30935,7452-79-1,Ethyl-2-methylbutyrat Kosher Halal,-0.24021,64-19-7,Essigsäure Halal Kosher,0.2144,8016-03-3,Davana-Öl,-0.14479,-0.6685,8016-03-3,Davana-Öl,-0.3001,108-64-5,Ethylisovalerat Kosher Halal,0.17493,105-54-4,Ethylbutyrat Kosher Halal,-0.15321,659-70-1,Isoamylisovalerat Kosher Halal,-0.09831,111-27-3,Hexanol Kosher Halal,-0.08422
187.799P,1.2487,123-86-4,Butylacetat Kosher Halal,0.61912,590-86-3,Isovaleraldehyd Halal,0.19368,142-62-1,Hexansäure kräftig,0.15803,79-09-4,Propionsäure Kosher Halal,0.13978,659-70-1,Isoamylisovalerat Kosher Halal,0.12206,1.194,123-86-4,Butylacetat Kosher Halal,0.62681,3658-77-3,Furaneol Halal,0.34799,111-27-3,Hexanol Kosher Halal,0.18333,6728-26-3,trans-2-Hexenal Kosher Halal,0.18027,103-26-4,Methyl-trans-cinnamat,-0.15821,-1.7036,123-86-4,Butylacetat Kosher Halal,-0.85219,3658-77-3,Furaneol Halal,0.26437,103-26-4,Methyl-trans-cinnamat,-0.19635,590-86-3,Isovaleraldehyd Halal,-0.18599,6728-26-3,trans-2-Hexenal Kosher Halal,0.17774,1.9094,123-86-4,Butylacetat Kosher Halal,0.51852,3658-77-3,Furaneol Halal,0.34072,111-27-3,Hexanol Kosher Halal,0.24572,659-70-1,Isoamylisovalerat Kosher Halal,0.20715,590-86-3,Isovaleraldehyd Halal,0.11177
187.800P,-1.4018,105-54-4,Ethylbutyrat Kosher Halal,-0.26195,142-62-1,Hexansäure kräftig,-0.1715,116-53-0,2-Methylbuttersäure Halal Kosher,-0.15162,123-66-0,Ethylhexanoat Halal,-0.13303,7452-79-1,Ethyl-2-methylbutyrat Kosher Halal,-0.12041,-0.7685,928-96-1,cis-3-Hexen-1-ol Halal Kosher,-0.24878,706-14-9,gamma-Decalacton Kosher Halal,-0.14485,105-54-4,Ethylbutyrat Kosher Halal,0.1249,1754-62-7,Methyl-trans-cinnamat Halal,-0.11975,100-52-7,Benzaldehyd Kosher Halal,-0.0826,-0.1613,121-33-5,Vanillin ex Eugenol,0.12234,1754-62-7,Methyl-trans-cinnamat Halal,-0.10567,141-78-6,Ethylacetat Kosher Halal,-0.09291,142-62-1,Hexansäure kräftig,0.08157,64-19-7,Essigsäure Halal Kosher,-0.07821,0.3833,121-33-5,Vanillin ex Eugenol,0.16405,659-70-1,Isoamylisovalerat Kosher Halal,-0.09831,111-27-3,Hexanol Kosher Halal,-0.08422,142-92-7,Hexylacetat Kosher Halal,-0.07831,123-66-0,Ethylhexanoat Halal,0.07137
187.826P,-1.7819,105-54-4,Ethylbutyrat Kosher Halal,-0.32637,7452-79-1,Ethyl-2-methylbutyrat Kosher Halal,-0.18908,116-53-0,2-Methylbuttersäure Halal Kosher,-0.18796,142-62-1,Hexansäure kräftig,-0.17125,123-66-0,Ethylhexanoat Halal,-0.16763,-0.6863,928-96-1,cis-3-Hexen-1-ol Halal Kosher,-0.24863,706-14-9,gamma-Decalacton Kosher Halal,-0.23801,105-54-4,Ethylbutyrat Kosher Halal,0.15562,1754-62-7,Methyl-trans-cinnamat Halal,-0.11975,123-66-0,Ethylhexanoat Halal,0.08603,-0.2687,1754-62-7,Methyl-trans-cinnamat Halal,-0.10567,7452-79-1,Ethyl-2-methylbutyrat Kosher Halal,0.0981,116-53-0,2-Methylbuttersäure Halal Kosher,0.09346,141-78-6,Ethylacetat Kosher Halal,-0.09291,142-62-1,Hexansäure kräftig,0.08145,0.0922,706-14-9,gamma-Decalacton Kosher Halal,0.10411,659-70-1,Isoamylisovalerat Kosher Halal,-0.09831,123-66-0,Ethylhexanoat Halal,0.08994,111-27-3,Hexanol Kosher Halal,-0.08417,142-92-7,Hexylacetat Kosher Halal,-0.07831
187.829P,-0.8542,142-62-1,Hexansäure kräftig,0.20883,7452-79-1,Ethyl-2-methylbutyrat Kosher Halal,-0.18909,8008-79-5,Grüne Minze-Öl Amerikanisch,-0.15532,105-54-4,Ethylbutyrat Kosher Halal,-0.15049,706-14-9,gamma-Decalacton Kosher Halal,-0.11126,-0.6925,928-96-1,cis-3-Hexen-1-ol Halal Kosher,-0.21367,706-14-9,gamma-Decalacton Kosher Halal,-0.18147,111-27-3,Hexanol Kosher Halal,0.1611,1754-62-7,Methyl-trans-cinnamat Halal,-0.11975,8008-79-5,Grüne Minze-Öl Amerikanisch,-0.09607,-0.9649,8008-79-5,Grüne Minze-Öl Amerikanisch,-0.18483,1754-62-7,Methyl-trans-cinnamat Halal,-0.10567,111-27-3,Hexanol Kosher Halal,-0.10183,142-62-1,Hexansäure kräftig,-0.09933,7452-79-1,Ethyl-2-methylbutyrat Kosher Halal,0.0981,0.4072,111-27-3,Hexanol Kosher Halal,0.21592,8008-79-5,Grüne Minze-Öl Amerikanisch,0.14805,659-70-1,Isoamylisovalerat Kosher Halal,-0.09831,706-14-9,gamma-Decalacton Kosher Halal,0.07938,142-92-7,Hexylacetat Kosher Halal,-0.07831
187.834P,0.6813,5471-51-2,Himbeerketon Halal,0.55403,105-37-3,Ethylpropionat Halal,0.21893,68647-72-3,Orangenterpene,0.1408,706-14-9,gamma-Decalacton Kosher Halal,-0.11027,106-27-4,Isoamylbutyrat Halal,0.10954,-2.5722,105-37-3,Ethylpropionat Halal,-0.68468,5471-51-2,Himbeerketon Halal,-0.46268,68647-72-3,Orangenterpene,-0.39303,928-96-1,cis-3-Hexen-1-ol Halal Kosher,-0.19811,706-14-9,gamma-Decalacton Kosher Halal,-0.17985,-0.444,68647-72-3,Orangenterpene,-0.4906,5471-51-2,Himbeerketon Halal,0.28043,64-19-7,Essigsäure Halal Kosher,0.27832,105-37-3,Ethylpropionat Halal,-0.2765,1754-62-7,Methyl-trans-cinnamat Halal,-0.10567,0.2289,5471-51-2,Himbeerketon Halal,-0.4107,108-64-5,Ethylisovalerat Kosher Halal,0.16605,106-27-4,Isoamylbutyrat Halal,0.16087,68647-72-3,Orangenterpene,0.13361,659-70-1,Isoamylisovalerat Kosher Halal,0.12098
187.843P,-1.0472,105-54-4,Ethylbutyrat Kosher Halal,-0.19571,8008-79-5,Grüne Minze-Öl Amerikanisch,-0.18136,116-53-0,2-Methylbuttersäure Halal Kosher,-0.13224,7452-79-1,Ethyl-2-methylbutyrat Kosher Halal,-0.12613,111-27-3,Hexanol Kosher Halal,0.12245,-0.4255,111-27-3,Hexanol Kosher Halal,0.38191,928-96-1,cis-3-Hexen-1-ol Halal Kosher,-0.23705,105-37-3,Ethylpropionat Halal,-0.13311,1754-62-7,Methyl-trans-cinnamat Halal,-0.11975,706-14-9,gamma-Decalacton Kosher Halal,-0.11956,-1.0503,111-27-3,Hexanol Kosher Halal,-0.24139,8008-79-5,Grüne Minze-Öl Amerikanisch,-0.21581,1754-62-7,Methyl-trans-cinnamat Halal,-0.10567,141-78-6,Ethylacetat Kosher Halal,-0.0682,116-53-0,2-Methylbuttersäure Halal Kosher,0.06575,1.0982,111-27-3,Hexanol Kosher Halal,0.51186,659-70-1,Isoamylisovalerat Kosher Halal,0.17957,8008-79-5,Grüne Minze-Öl Amerikanisch,0.17287,121-33-5,Vanillin ex Eugenol,-0.06966,142-92-7,Hexylacetat Kosher Halal,-0.06552
187.870P,-0.9976,142-62-1,Hexansäure kräftig,-0.14703,123-66-0,Ethylhexanoat Halal,-0.14605,706-14-9,gamma-Decalacton Kosher Halal,-0.10849,123-92-2,Isoamylacetat Halal,-0.07675,116-53-0,2-Methylbuttersäure Halal Kosher,-0.07408,-0.2826,24851-98-7,Methyldihydrojasmonat,0.18328,706-14-9,gamma-Decalacton Kosher Halal,-0.17695,928-96-1,cis-3-Hexen-1-ol Halal Kosher,-0.10257,100-52-7,Benzaldehyd Kosher Halal,-0.0826,2445-77-4,2-Methylbutylisovalerat,0.07966,-0.1169,2445-77-4,2-Methylbutylisovalerat,0.19461,64-19-7,Essigsäure Halal Kosher,-0.07821,103-26-4,Methyl-trans-cinnamat,0.07027,142-62-1,Hexansäure kräftig,0.06993,141-78-6,Ethylacetat Kosher Halal,-0.06904,-0.0626,659-70-1,Isoamylisovalerat Kosher Halal,-0.09831,111-27-3,Hexanol Kosher Halal,-0.08422,123-66-0,Ethylhexanoat Halal,0.07836,142-92-7,Hexylacetat Kosher Halal,-0.07831,706-14-9,gamma-Decalacton Kosher Halal,0.0774
187.885P,-0.8824,2432-51-1,S-(Methylthio)butyrat,-0.30624,3142-72-1,2-Methyl-2-pentensäure,-0.27867,7011-83-8,Lactojasmon,0.22468,142-62-1,Hexansäure kräftig,-0.1715,105-54-4,Ethylbutyrat Kosher Halal,0.16034,-1.346,3142-72-1,2-Methyl-2-pentensäure,-0.40913,2432-51-1,S-(Methylthio)butyrat,-0.37313,928-96-1,cis-3-Hexen-1-ol Halal Kosher,-0.21046,100-52-7,Benzaldehyd Kosher Halal,0.2058,2305-05-7,gamma-Dodecalacton Halal,-0.16889,2.2732,2432-51-1,S-(Methylthio)butyrat,0.7704,3142-72-1,2-Methyl-2-pentensäure,0.76985,7011-83-8,Lactojasmon,0.50655,2305-05-7,gamma-Dodecalacton Halal,0.50495,141-78-6,Ethylacetat Kosher Halal,-0.09291,0.6089,3142-72-1,2-Methyl-2-pentensäure,0.8556,7011-83-8,Lactojasmon,-0.46026,2432-51-1,S-(Methylthio)butyrat,0.28949,659-70-1,Isoamylisovalerat Kosher Halal,-0.09831,111-27-3,Hexanol Kosher Halal,-0.08422
187.886P,-1.098,617-35-6,Ethylpyruvat,-0.19406,7452-79-1,Ethyl-2-methylbutyrat Kosher Halal,-0.18853,116-53-0,2-Methylbuttersäure Halal Kosher,-0.18811,105-54-4,Ethylbutyrat Kosher Halal,0.15495,142-62-1,Hexansäure kräftig,-0.14642,-1.6456,617-35-6,Ethylpyruvat,-0.31396,928-96-1,cis-3-Hexen-1-ol Halal Kosher,-0.24878,100-51-6,Benzylalkohol Halal,-0.22256,706-14-9,gamma-Decalacton Kosher Halal,-0.13528,1754-62-7,Methyl-trans-cinnamat Halal,-0.11975,-0.5273,78-70-6,Linalool ex HO,-0.14805,1754-62-7,Methyl-trans-cinnamat Halal,-0.10567,617-35-6,Ethylpyruvat,-0.1051,7452-79-1,Ethyl-2-methylbutyrat Kosher Halal,0.09781,116-53-0,2-Methylbuttersäure Halal Kosher,0.09353,-0.0657,100-51-6,Benzylalkohol Halal,0.14433,659-70-1,Isoamylisovalerat Kosher Halal,-0.09831,111-27-3,Hexanol Kosher Halal,-0.08422,142-92-7,Hexylacetat Kosher Halal,-0.07831,121-33-5,Vanillin ex Eugenol,-0.06966
187.892P,7.5469,33467-74-2,cis-3-Hexenylpropionat,1.33387,53398-85-9,cis-3-Hexenyl-2-methylbutyrat,1.31173,624-41-9,2-Methylbutylacetat Kosher Halal,1.20734,123-92-2,Isoamylacetat Halal,0.82777,7011-83-8,Lactojasmon,0.45352,-2.3285,53398-85-9,cis-3-Hexenyl-2-methylbutyrat,-0.45212,33467-74-2,cis-3-Hexenylpropionat,-0.44424,1754-62-7,Methyl-trans-cinnamat Halal,0.43391,624-41-9,2-Methylbutylacetat Kosher Halal,-0.43034,5471-51-2,Himbeerketon Halal,-0.34392,5.6746,33467-74-2,cis-3-Hexenylpropionat,1.13111,53398-85-9,cis-3-Hexenyl-2-methylbutyrat,1.12538,624-41-9,2-Methylbutylacetat Kosher Halal,1.06816,7011-83-8,Lactojasmon,1.02246,503-74-2,Isovaleriansäure Halal,0.41608,-9.2557,624-41-9,2-Methylbutylacetat Kosher Halal,-2.00558,33467-74-2,cis-3-Hexenylpropionat,-1.91806,53398-85-9,cis-3-Hexenyl-2-methylbutyrat,-1.91415,7011-83-8,Lactojasmon,-0.92902,503-74-2,Isovaleriansäure Halal,-0.749
187.895P,-1.4694,100-51-6,Benzylalkohol Halal,-0.287,123-66-0,Ethylhexanoat Halal,0.28601,705-86-2,delta-Decalacton Halal Kosher,-0.27355,116-53-0,2-Methylbuttersäure Halal Kosher,-0.18441,105-54-4,Ethylbutyrat Kosher Halal,-0.1569,-2.1816,705-86-2,delta-Decalacton Halal Kosher,-0.48048,100-51-6,Benzylalkohol Halal,-0.46115,928-96-1,cis-3-Hexen-1-ol Halal Kosher,-0.21461,121-33-5,Vanillin ex Eugenol,-0.18806,706-14-9,gamma-Decalacton Kosher Halal,-0.14977,0.9379,705-86-2,delta-Decalacton Halal Kosher,0.60964,121-33-5,Vanillin ex Eugenol,0.36879,140-11-4,Benzylacetat Halal,0.12951,100-51-6,Benzylalkohol Halal,0.10935,1754-62-7,Methyl-trans-cinnamat Halal,-0.10567,1.8177,705-86-2,delta-Decalacton Halal Kosher,1.13864,121-33-5,Vanillin ex Eugenol,0.4945,100-51-6,Benzylalkohol Halal,0.29905,123-66-0,Ethylhexanoat Halal,-0.15345,659-70-1,Isoamylisovalerat Kosher Halal,-0.09831
187.896P,-0.6349,7452-79-1,Ethyl-2-methylbutyrat Kosher Halal,0.18566,7011-83-8,Lactojasmon,0.17915,142-62-1,Hexansäure kräftig,-0.15314,105-54-4,Ethylbutyrat Kosher Halal,-0.14562,116-53-0,2-Methylbuttersäure Halal Kosher,-0.12692,-0.9048,104-67-6,gamma-Undecalacton Halal,-0.26369,928-96-1,cis-3-Hexen-1-ol Halal Kosher,-0.21657,111-13-7,2-Octanon Halal,-0.17262,100-52-7,Benzaldehyd Kosher Halal,-0.0826,105-54-4,Ethylbutyrat Kosher Halal,0.06943,0.1332,7011-83-8,Lactojasmon,0.40391,104-67-6,gamma-Undecalacton Halal,-0.18478,539-82-2,Ethylvalerat,0.09865,7452-79-1,Ethyl-2-methylbutyrat Kosher Halal,-0.09632,3681-71-8,cis-3-Hexenylacetat Halal Kosher,-0.07527,-0.5982,7011-83-8,Lactojasmon,-0.36699,111-13-7,2-Octanon Halal,-0.12397,659-70-1,Isoamylisovalerat Kosher Halal,-0.09831,104-67-6,gamma-Undecalacton Halal,0.08787,111-27-3,Hexanol Kosher Halal,-0.08422
187.897P,2.802,123-92-2,Isoamylacetat Halal,1.11082,540-18-1,Amylbutyrat,0.49524,105-54-4,Ethylbutyrat Kosher Halal,0.48297,123-66-0,Ethylhexanoat Halal,0.40845,7452-79-1,Ethyl-2-methylbutyrat Kosher Halal,0.30674,-0.251,706-14-9,gamma-Decalacton Kosher Halal,0.48849,105-54-4,Ethylbutyrat Kosher Halal,-0.23029,928-96-1,cis-3-Hexen-1-ol Halal Kosher,0.21515,123-66-0,Ethylhexanoat Halal,-0.20963,123-92-2,Isoamylacetat Halal,-0.20066,0.9709,7011-83-8,Lactojasmon,0.36418,540-18-1,Amylbutyrat,0.19353,7452-79-1,Ethyl-2-methylbutyrat Kosher Halal,-0.15914,1754-62-7,Methyl-trans-cinnamat Halal,0.14672,121-33-5,Vanillin ex Eugenol,0.12973,-2.2877,123-92-2,Isoamylacetat Halal,-0.74446,540-18-1,Amylbutyrat,-0.47409,7011-83-8,Lactojasmon,-0.3309,123-66-0,Ethylhexanoat Halal,-0.21914,706-14-9,gamma-Decalacton Kosher Halal,-0.21367
187.907,-1.6072,105-54-4,Ethylbutyrat Kosher Halal,-0.30767,142-62-1,Hexansäure kräftig,-0.1715,7452-79-1,Ethyl-2-methylbutyrat Kosher Halal,-0.16487,123-66-0,Ethylhexanoat Halal,-0.15779,116-53-0,2-Methylbuttersäure Halal Kosher,-0.14569,-0.6636,928-96-1,cis-3-Hexen-1-ol Halal Kosher,-0.24189,706-14-9,gamma-Decalacton Kosher Halal,-0.20216,105-54-4,Ethylbutyrat Kosher Halal,0.1467,1754-62-7,Methyl-trans-cinnamat Halal,-0.11975,100-52-7,Benzaldehyd Kosher Halal,-0.0826,-0.276,1754-62-7,Methyl-trans-cinnamat Halal,-0.10567,7452-79-1,Ethyl-2-methylbutyrat Kosher Halal,0.08554,142-62-1,Hexansäure kräftig,0.08157,64-19-7,Essigsäure Halal Kosher,-0.07724,141-78-6,Ethylacetat Kosher Halal,-0.07274,0.0694,659-70-1,Isoamylisovalerat Kosher Halal,-0.09831,706-14-9,gamma-Decalacton Kosher Halal,0.08843,123-66-0,Ethylhexanoat Halal,0.08466,111-27-3,Hexanol Kosher Halal,-0.08422,142-92-7,Hexylacetat Kosher Halal,-0.07831
187.914P,0.2028,79-09-4,Propionsäure Kosher Halal,0.21835,123-66-0,Ethylhexanoat Halal,-0.16775,103-26-4,Methyl-trans-cinnamat,0.14235,8016-03-3,Davana-Öl,0.09467,116-53-0,2-Methylbuttersäure Halal Kosher,0.08731,-1.2046,928-96-1,cis-3-Hexen-1-ol Halal Kosher,-0.24878,97-62-1,Ethylisobutyrat Halal,-0.23849,103-26-4,Methyl-trans-cinnamat,-0.20783,118-71-8,Maltol Kosher Halal,0.14317,79-09-4,Propionsäure Kosher Halal,-0.14248,-1.0683,103-26-4,Methyl-trans-cinnamat,-0.25793,79-09-4,Propionsäure Kosher Halal,-0.14103,1754-62-7,Methyl-trans-cinnamat Halal,-0.10567,97-62-1,Ethylisobutyrat Halal,-0.08348,3681-71-8,cis-3-Hexenylacetat Halal Kosher,-0.07527,-0.0212,79-09-4,Propionsäure Kosher Halal,0.10164,659-70-1,Isoamylisovalerat Kosher Halal,-0.09831,123-66-0,Ethylhexanoat Halal,0.09,111-27-3,Hexanol Kosher Halal,-0.08422,118-71-8,Maltol Kosher Halal,0.081
